"UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "# of  Entries" "#  Absent" "#  SNA" "#  Assessed" "# Not  Achieved" "#  Scholarship" "#  Outstanding"
"776" "Decile 8-10" "All Subjects" "Accounting" "Pasifika Peoples" "Male" 3 1 0 2 2 0 0
"777" "Decile 8-10" "All Subjects" "Accounting" "Pasifika Peoples" "Female" 3 1 0 2 2 0 0
"778" "Decile 8-10" "All Subjects" "Accounting" "Asian" "Male" 75 23 0 52 40 11 1
"779" "Decile 8-10" "All Subjects" "Accounting" "Asian" "Female" 51 13 1 37 30 5 2
"780" "Decile 8-10" "All Subjects" "Accounting" "Other/Unspecified Ethnicity" "Male" 3 0 0 3 1 2 0
"781" "Decile 8-10" "All Subjects" "Accounting" "Other/Unspecified Ethnicity" "Female" 3 2 0 1 1 0 0
"782" "Decile 8-10" "All Subjects" "Agricultural & Horticultural Science" "NZ Maori" "Male" 2 0 1 1 0 0 1
"783" "Decile 8-10" "All Subjects" "Agricultural & Horticultural Science" "NZ Maori" "Female" 0 0 0 0 0 0 0
"784" "Decile 8-10" "All Subjects" "Agricultural & Horticultural Science" "NZ European" "Male" 18 3 1 14 10 4 0
"785" "Decile 8-10" "All Subjects" "Agricultural & Horticultural Science" "NZ European" "Female" 6 3 0 3 2 1 0
"786" "Decile 8-10" "All Subjects" "Agricultural & Horticultural Science" "NZ European" "Unknown" 0 0 0 0 0 0 0
"787" "Decile 8-10" "All Subjects" "Agricultural & Horticultural Science" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"788" "Decile 8-10" "All Subjects" "Agricultural & Horticultural Science" "Pasifika Peoples" "Female" 1 0 0 1 1 0 0
"789" "Decile 8-10" "All Subjects" "Agricultural & Horticultural Science" "Asian" "Male" 1 0 0 1 0 1 0
"790" "Decile 8-10" "All Subjects" "Agricultural & Horticultural Science" "Asian" "Female" 1 0 0 1 1 0 0
"791" "Decile 8-10" "All Subjects" "Agricultural & Horticultural Science" "Other/Unspecified Ethnicity" "Male" 1 1 0 0 0 0 0
"792" "Decile 8-10" "All Subjects" "Agricultural & Horticultural Science" "Other/Unspecified Ethnicity" "Female" 0 0 0 0 0 0 0
"793" "Decile 8-10" "All Subjects" "Art History" "NZ Maori" "Male" 2 1 0 1 0 1 0
"794" "Decile 8-10" "All Subjects" "Art History" "NZ Maori" "Female" 18 7 0 11 8 3 0
"795" "Decile 8-10" "All Subjects" "Art History" "NZ European" "Male" 41 9 0 32 23 7 2
"796" "Decile 8-10" "All Subjects" "Art History" "NZ European" "Female" 135 36 0 99 77 21 1
"797" "Decile 8-10" "All Subjects" "Art History" "NZ European" "Unknown" 0 0 0 0 0 0 0
"798" "Decile 8-10" "All Subjects" "Art History" "Pasifika Peoples" "Male" 1 0 0 1 1 0 0
"799" "Decile 8-10" "All Subjects" "Art History" "Pasifika Peoples" "Female" 2 0 0 2 1 1 0
"800" "Decile 8-10" "All Subjects" "Art History" "Asian" "Male" 9 2 0 7 6 1 0
"801" "Decile 8-10" "All Subjects" "Art History" "Asian" "Female" 23 3 0 20 13 5 2
"802" "Decile 8-10" "All Subjects" "Art History" "Other/Unspecified Ethnicity" "Male" 1 0 0 1 1 0 0
"803" "Decile 8-10" "All Subjects" "Art History" "Other/Unspecified Ethnicity" "Female" 5 0 0 5 5 0 0
"804" "Decile 8-10" "All Subjects" "Biology" "NZ Maori" "Male" 9 5 0 4 3 1 0
"805" "Decile 8-10" "All Subjects" "Biology" "NZ Maori" "Female" 12 2 0 10 8 2 0
"806" "Decile 8-10" "All Subjects" "Biology" "NZ European" "Male" 221 46 3 172 130 35 7
"807" "Decile 8-10" "All Subjects" "Biology" "NZ European" "Female" 337 70 2 265 200 54 11
"808" "Decile 8-10" "All Subjects" "Biology" "NZ European" "Unknown" 0 0 0 0 0 0 0
"809" "Decile 8-10" "All Subjects" "Biology" "Pasifika Peoples" "Male" 2 1 0 1 1 0 0
"810" "Decile 8-10" "All Subjects" "Biology" "Pasifika Peoples" "Female" 5 2 0 3 3 0 0
"811" "Decile 8-10" "All Subjects" "Biology" "Asian" "Male" 156 29 0 127 102 20 5
"812" "Decile 8-10" "All Subjects" "Biology" "Asian" "Female" 188 51 1 136 97 34 5
"813" "Decile 8-10" "All Subjects" "Biology" "Other/Unspecified Ethnicity" "Male" 13 2 0 11 11 0 0
"814" "Decile 8-10" "All Subjects" "Biology" "Other/Unspecified Ethnicity" "Female" 13 5 0 8 7 1 0
"815" "Decile 8-10" "All Subjects" "Chemistry" "NZ Maori" "Male" 11 3 0 8 8 0 0
"816" "Decile 8-10" "All Subjects" "Chemistry" "NZ Maori" "Female" 11 3 0 8 8 0 0
"817" "Decile 8-10" "All Subjects" "Chemistry" "NZ European" "Male" 289 49 0 240 187 45 8
"818" "Decile 8-10" "All Subjects" "Chemistry" "NZ European" "Female" 211 51 0 160 133 26 1
"819" "Decile 8-10" "All Subjects" "Chemistry" "NZ European" "Unknown" 0 0 0 0 0 0 0
"820" "Decile 8-10" "All Subjects" "Chemistry" "Pasifika Peoples" "Male" 2 1 0 1 0 1 0
"821" "Decile 8-10" "All Subjects" "Chemistry" "Pasifika Peoples" "Female" 2 0 0 2 2 0 0
"822" "Decile 8-10" "All Subjects" "Chemistry" "Asian" "Male" 273 40 0 233 171 56 6
"823" "Decile 8-10" "All Subjects" "Chemistry" "Asian" "Female" 161 37 0 124 102 18 4
"824" "Decile 8-10" "All Subjects" "Chemistry" "Other/Unspecified Ethnicity" "Male" 26 2 0 24 20 3 1
"825" "Decile 8-10" "All Subjects" "Chemistry" "Other/Unspecified Ethnicity" "Female" 8 3 0 5 4 1 0
"826" "Decile 8-10" "All Subjects" "Chinese" "NZ Maori" "Male" 2 2 0 0 0 0 0
"827" "Decile 8-10" "All Subjects" "Chinese" "NZ Maori" "Female" 0 0 0 0 0 0 0
"828" "Decile 8-10" "All Subjects" "Chinese" "NZ European" "Male" 1 0 0 1 1 0 0
"829" "Decile 8-10" "All Subjects" "Chinese" "NZ European" "Female" 3 0 0 3 3 0 0
"830" "Decile 8-10" "All Subjects" "Chinese" "NZ European" "Unknown" 0 0 0 0 0 0 0
"831" "Decile 8-10" "All Subjects" "Chinese" "Pasifika Peoples" "Male" 1 0 0 1 1 0 0
"832" "Decile 8-10" "All Subjects" "Chinese" "Pasifika Peoples" "Female" 0 0 0 0 0 0 0
"833" "Decile 8-10" "All Subjects" "Chinese" "Asian" "Male" 18 4 0 14 13 0 1
"834" "Decile 8-10" "All Subjects" "Chinese" "Asian" "Female" 44 4 0 40 36 4 0
"835" "Decile 8-10" "All Subjects" "Chinese" "Other/Unspecified Ethnicity" "Male" 0 0 0 0 0 0 0
"836" "Decile 8-10" "All Subjects" "Chinese" "Other/Unspecified Ethnicity" "Female" 0 0 0 0 0 0 0
"837" "Decile 8-10" "All Subjects" "Classical Studies" "NZ Maori" "Male" 6 1 0 5 3 2 0
"838" "Decile 8-10" "All Subjects" "Classical Studies" "NZ Maori" "Female" 13 5 0 8 6 2 0
"839" "Decile 8-10" "All Subjects" "Classical Studies" "NZ European" "Male" 159 32 1 126 92 32 2
"840" "Decile 8-10" "All Subjects" "Classical Studies" "NZ European" "Female" 218 52 3 163 101 55 7
"841" "Decile 8-10" "All Subjects" "Classical Studies" "NZ European" "Unknown" 0 0 0 0 0 0 0
"842" "Decile 8-10" "All Subjects" "Classical Studies" "Pasifika Peoples" "Male" 1 0 0 1 1 0 0
"843" "Decile 8-10" "All Subjects" "Classical Studies" "Pasifika Peoples" "Female" 3 1 0 2 2 0 0
"844" "Decile 8-10" "All Subjects" "Classical Studies" "Asian" "Male" 25 7 0 18 12 5 1
"845" "Decile 8-10" "All Subjects" "Classical Studies" "Asian" "Female" 35 9 0 26 21 4 1
"846" "Decile 8-10" "All Subjects" "Classical Studies" "Other/Unspecified Ethnicity" "Male" 6 1 0 5 2 2 1
"847" "Decile 8-10" "All Subjects" "Classical Studies" "Other/Unspecified Ethnicity" "Female" 5 1 0 4 4 0 0
"848" "Decile 8-10" "All Subjects" "Dance" "NZ Maori" "Male" 1 1 0 0 0 0 0
"849" "Decile 8-10" "All Subjects" "Dance" "NZ Maori" "Female" 5 4 0 1 1 0 0
"850" "Decile 8-10" "All Subjects" "Dance" "NZ European" "Male" 2 1 0 1 1 0 0
"851" "Decile 8-10" "All Subjects" "Dance" "NZ European" "Female" 47 19 0 28 22 5 1
"852" "Decile 8-10" "All Subjects" "Dance" "NZ European" "Unknown" 0 0 0 0 0 0 0
"853" "Decile 8-10" "All Subjects" "Dance" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"854" "Decile 8-10" "All Subjects" "Dance" "Pasifika Peoples" "Female" 0 0 0 0 0 0 0
"855" "Decile 8-10" "All Subjects" "Dance" "Asian" "Male" 1 0 0 1 1 0 0
"856" "Decile 8-10" "All Subjects" "Dance" "Asian" "Female" 4 1 0 3 3 0 0
"857" "Decile 8-10" "All Subjects" "Dance" "Other/Unspecified Ethnicity" "Male" 0 0 0 0 0 0 0
"858" "Decile 8-10" "All Subjects" "Dance" "Other/Unspecified Ethnicity" "Female" 1 1 0 0 0 0 0
"859" "Decile 8-10" "All Subjects" "Design and Visual Communication" "NZ Maori" "Male" 10 5 0 5 5 0 0
"860" "Decile 8-10" "All Subjects" "Design and Visual Communication" "NZ Maori" "Female" 15 9 0 6 6 0 0
"861" "Decile 8-10" "All Subjects" "Design and Visual Communication" "NZ European" "Male" 123 73 0 50 38 8 4
"862" "Decile 8-10" "All Subjects" "Design and Visual Communication" "NZ European" "Female" 190 84 0 106 66 37 3
"863" "Decile 8-10" "All Subjects" "Design and Visual Communication" "NZ European" "Unknown" 1 0 0 1 0 1 0
"864" "Decile 8-10" "All Subjects" "Design and Visual Communication" "Pasifika Peoples" "Male" 4 2 0 2 2 0 0
"865" "Decile 8-10" "All Subjects" "Design and Visual Communication" "Pasifika Peoples" "Female" 6 4 0 2 1 1 0
"866" "Decile 8-10" "All Subjects" "Design and Visual Communication" "Asian" "Male" 26 17 0 9 6 3 0
"867" "Decile 8-10" "All Subjects" "Design and Visual Communication" "Asian" "Female" 56 29 0 27 17 8 2
"868" "Decile 8-10" "All Subjects" "Design and Visual Communication" "Other/Unspecified Ethnicity" "Male" 3 2 0 1 1 0 0
"869" "Decile 8-10" "All Subjects" "Design and Visual Communication" "Other/Unspecified Ethnicity" "Female" 3 2 0 1 1 0 0
"870" "Decile 8-10" "All Subjects" "Drama" "NZ Maori" "Male" 6 4 0 2 1 1 0
"871" "Decile 8-10" "All Subjects" "Drama" "NZ Maori" "Female" 10 6 0 4 4 0 0
"872" "Decile 8-10" "All Subjects" "Drama" "NZ European" "Male" 76 28 0 48 27 18 3
"873" "Decile 8-10" "All Subjects" "Drama" "NZ European" "Female" 131 61 0 70 55 15 0
"874" "Decile 8-10" "All Subjects" "Drama" "NZ European" "Unknown" 0 0 0 0 0 0 0
"875" "Decile 8-10" "All Subjects" "Drama" "Pasifika Peoples" "Male" 3 2 0 1 1 0 0
"876" "Decile 8-10" "All Subjects" "Drama" "Pasifika Peoples" "Female" 2 1 0 1 1 0 0
"877" "Decile 8-10" "All Subjects" "Drama" "Asian" "Male" 4 0 0 4 2 1 1
"878" "Decile 8-10" "All Subjects" "Drama" "Asian" "Female" 5 3 0 2 1 0 1
"879" "Decile 8-10" "All Subjects" "Drama" "Other/Unspecified Ethnicity" "Male" 1 0 0 1 1 0 0
"880" "Decile 8-10" "All Subjects" "Drama" "Other/Unspecified Ethnicity" "Female" 1 0 0 1 0 0 1
"881" "Decile 8-10" "All Subjects" "Economics" "NZ Maori" "Male" 9 4 0 5 4 1 0
"882" "Decile 8-10" "All Subjects" "Economics" "NZ Maori" "Female" 3 0 0 3 3 0 0
"883" "Decile 8-10" "All Subjects" "Economics" "NZ European" "Male" 209 43 2 164 123 37 4
"884" "Decile 8-10" "All Subjects" "Economics" "NZ European" "Female" 118 26 3 89 70 18 1
"885" "Decile 8-10" "All Subjects" "Economics" "NZ European" "Unknown" 0 0 0 0 0 0 0
"886" "Decile 8-10" "All Subjects" "Economics" "Pasifika Peoples" "Male" 1 0 0 1 1 0 0
"887" "Decile 8-10" "All Subjects" "Economics" "Pasifika Peoples" "Female" 3 0 0 3 2 1 0
"888" "Decile 8-10" "All Subjects" "Economics" "Asian" "Male" 112 18 0 94 78 14 2
"889" "Decile 8-10" "All Subjects" "Economics" "Asian" "Female" 57 11 0 46 32 13 1
"890" "Decile 8-10" "All Subjects" "Economics" "Other/Unspecified Ethnicity" "Male" 12 1 0 11 9 1 1
"891" "Decile 8-10" "All Subjects" "Economics" "Other/Unspecified Ethnicity" "Female" 3 1 0 2 1 1 0
"892" "Decile 8-10" "All Subjects" "English" "NZ Maori" "Male" 20 2 0 18 14 3 1
"893" "Decile 8-10" "All Subjects" "English" "NZ Maori" "Female" 33 12 0 21 19 2 0
"894" "Decile 8-10" "All Subjects" "English" "NZ European" "Male" 379 81 1 297 189 92 16
"895" "Decile 8-10" "All Subjects" "English" "NZ European" "Female" 486 118 0 368 253 104 11
"896" "Decile 8-10" "All Subjects" "English" "NZ European" "Unknown" 0 0 0 0 0 0 0
"897" "Decile 8-10" "All Subjects" "English" "Pasifika Peoples" "Male" 6 1 0 5 4 1 0
"898" "Decile 8-10" "All Subjects" "English" "Pasifika Peoples" "Female" 10 3 0 7 5 2 0
"899" "Decile 8-10" "All Subjects" "English" "Asian" "Male" 108 22 0 86 54 29 3
"900" "Decile 8-10" "All Subjects" "English" "Asian" "Female" 159 23 0 136 83 46 7
"901" "Decile 8-10" "All Subjects" "English" "Other/Unspecified Ethnicity" "Male" 19 6 0 13 9 3 1
"902" "Decile 8-10" "All Subjects" "English" "Other/Unspecified Ethnicity" "Female" 17 7 0 10 7 3 0
"903" "Decile 8-10" "All Subjects" "French" "NZ Maori" "Male" 1 1 0 0 0 0 0
"904" "Decile 8-10" "All Subjects" "French" "NZ Maori" "Female" 5 0 0 5 5 0 0
"905" "Decile 8-10" "All Subjects" "French" "NZ European" "Male" 43 4 0 39 33 4 2
"906" "Decile 8-10" "All Subjects" "French" "NZ European" "Female" 88 16 0 72 63 9 0
"907" "Decile 8-10" "All Subjects" "French" "NZ European" "Unknown" 0 0 0 0 0 0 0
"908" "Decile 8-10" "All Subjects" "French" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"909" "Decile 8-10" "All Subjects" "French" "Pasifika Peoples" "Female" 2 0 0 2 2 0 0
"910" "Decile 8-10" "All Subjects" "French" "Asian" "Male" 4 1 0 3 1 2 0
"911" "Decile 8-10" "All Subjects" "French" "Asian" "Female" 20 2 0 18 16 2 0
"912" "Decile 8-10" "All Subjects" "French" "Other/Unspecified Ethnicity" "Male" 0 0 0 0 0 0 0
"913" "Decile 8-10" "All Subjects" "French" "Other/Unspecified Ethnicity" "Female" 3 0 0 3 3 0 0
"914" "Decile 8-10" "All Subjects" "Geography" "NZ Maori" "Male" 12 3 0 9 6 3 0
"915" "Decile 8-10" "All Subjects" "Geography" "NZ Maori" "Female" 17 3 0 14 12 2 0
"916" "Decile 8-10" "All Subjects" "Geography" "NZ European" "Male" 276 76 0 200 149 46 5
"917" "Decile 8-10" "All Subjects" "Geography" "NZ European" "Female" 269 60 0 209 148 55 6
"918" "Decile 8-10" "All Subjects" "Geography" "NZ European" "Unknown" 0 0 0 0 0 0 0
"919" "Decile 8-10" "All Subjects" "Geography" "Pasifika Peoples" "Male" 5 1 0 4 3 1 0
"920" "Decile 8-10" "All Subjects" "Geography" "Pasifika Peoples" "Female" 3 1 0 2 2 0 0
"921" "Decile 8-10" "All Subjects" "Geography" "Asian" "Male" 48 8 0 40 27 9 4
"922" "Decile 8-10" "All Subjects" "Geography" "Asian" "Female" 39 3 0 36 20 14 2
"923" "Decile 8-10" "All Subjects" "Geography" "Other/Unspecified Ethnicity" "Male" 8 2 0 6 6 0 0
"924" "Decile 8-10" "All Subjects" "Geography" "Other/Unspecified Ethnicity" "Female" 2 0 0 2 2 0 0
"925" "Decile 8-10" "All Subjects" "German" "NZ Maori" "Male" 0 0 0 0 0 0 0
"926" "Decile 8-10" "All Subjects" "German" "NZ Maori" "Female" 0 0 0 0 0 0 0
"927" "Decile 8-10" "All Subjects" "German" "NZ European" "Male" 22 4 0 18 15 2 1
"928" "Decile 8-10" "All Subjects" "German" "NZ European" "Female" 28 3 0 25 22 3 0
"929" "Decile 8-10" "All Subjects" "German" "NZ European" "Unknown" 0 0 0 0 0 0 0
"930" "Decile 8-10" "All Subjects" "German" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"931" "Decile 8-10" "All Subjects" "German" "Pasifika Peoples" "Female" 2 0 0 2 2 0 0
"932" "Decile 8-10" "All Subjects" "German" "Asian" "Male" 0 0 0 0 0 0 0
"933" "Decile 8-10" "All Subjects" "German" "Asian" "Female" 2 0 0 2 2 0 0
"934" "Decile 8-10" "All Subjects" "German" "Other/Unspecified Ethnicity" "Male" 1 0 0 1 1 0 0
"935" "Decile 8-10" "All Subjects" "German" "Other/Unspecified Ethnicity" "Female" 0 0 0 0 0 0 0
"936" "Decile 8-10" "All Subjects" "Graphics" "NZ Maori" "Male" 4 0 0 4 2 2 0
"937" "Decile 8-10" "All Subjects" "Graphics" "NZ Maori" "Female" 3 0 0 3 3 0 0
"938" "Decile 8-10" "All Subjects" "Graphics" "NZ European" "Male" 81 0 7 74 65 8 1
"939" "Decile 8-10" "All Subjects" "Graphics" "NZ European" "Female" 59 0 4 55 45 10 0
"940" "Decile 8-10" "All Subjects" "Graphics" "NZ European" "Unknown" 0 0 0 0 0 0 0
"941" "Decile 8-10" "All Subjects" "Graphics" "Pasifika Peoples" "Male" 4 0 0 4 4 0 0
"942" "Decile 8-10" "All Subjects" "Graphics" "Pasifika Peoples" "Female" 2 0 0 2 2 0 0
"943" "Decile 8-10" "All Subjects" "Graphics" "Asian" "Male" 26 0 1 25 17 8 0
"944" "Decile 8-10" "All Subjects" "Graphics" "Asian" "Female" 25 0 3 22 15 5 2
"945" "Decile 8-10" "All Subjects" "Graphics" "Other/Unspecified Ethnicity" "Male" 2 0 0 2 2 0 0
"946" "Decile 8-10" "All Subjects" "Graphics" "Other/Unspecified Ethnicity" "Female" 2 0 0 2 2 0 0
"947" "Decile 8-10" "All Subjects" "History" "NZ Maori" "Male" 12 2 0 10 10 0 0
"948" "Decile 8-10" "All Subjects" "History" "NZ Maori" "Female" 13 4 1 8 5 3 0
"949" "Decile 8-10" "All Subjects" "History" "NZ European" "Male" 192 37 10 145 111 26 8
"950" "Decile 8-10" "All Subjects" "History" "NZ European" "Female" 275 63 9 203 139 58 6
"951" "Decile 8-10" "All Subjects" "History" "NZ European" "Unknown" 0 0 0 0 0 0 0
"952" "Decile 8-10" "All Subjects" "History" "Pasifika Peoples" "Male" 4 0 1 3 2 1 0
"953" "Decile 8-10" "All Subjects" "History" "Pasifika Peoples" "Female" 4 1 0 3 3 0 0
"954" "Decile 8-10" "All Subjects" "History" "Asian" "Male" 20 5 0 15 12 3 0
"955" "Decile 8-10" "All Subjects" "History" "Asian" "Female" 57 7 1 49 39 9 1
"956" "Decile 8-10" "All Subjects" "History" "Other/Unspecified Ethnicity" "Male" 2 2 0 0 0 0 0
"957" "Decile 8-10" "All Subjects" "History" "Other/Unspecified Ethnicity" "Female" 6 3 0 3 2 1 0
"958" "Decile 8-10" "All Subjects" "Japanese" "NZ Maori" "Male" 1 0 0 1 1 0 0
"959" "Decile 8-10" "All Subjects" "Japanese" "NZ Maori" "Female" 3 2 0 1 1 0 0
"960" "Decile 8-10" "All Subjects" "Japanese" "NZ European" "Male" 12 3 1 8 8 0 0
"961" "Decile 8-10" "All Subjects" "Japanese" "NZ European" "Female" 9 1 0 8 8 0 0
"962" "Decile 8-10" "All Subjects" "Japanese" "NZ European" "Unknown" 0 0 0 0 0 0 0
"963" "Decile 8-10" "All Subjects" "Japanese" "Pasifika Peoples" "Male" 1 1 0 0 0 0 0
"964" "Decile 8-10" "All Subjects" "Japanese" "Pasifika Peoples" "Female" 1 0 0 1 1 0 0
"965" "Decile 8-10" "All Subjects" "Japanese" "Asian" "Male" 30 8 0 22 16 6 0
"966" "Decile 8-10" "All Subjects" "Japanese" "Asian" "Female" 53 6 0 47 39 6 2
"967" "Decile 8-10" "All Subjects" "Japanese" "Other/Unspecified Ethnicity" "Male" 0 0 0 0 0 0 0
"968" "Decile 8-10" "All Subjects" "Japanese" "Other/Unspecified Ethnicity" "Female" 1 1 0 0 0 0 0
"969" "Decile 8-10" "All Subjects" "Latin" "NZ Maori" "Male" 1 0 0 1 1 0 0
"970" "Decile 8-10" "All Subjects" "Latin" "NZ Maori" "Female" 1 0 0 1 1 0 0
"971" "Decile 8-10" "All Subjects" "Latin" "NZ European" "Male" 13 2 0 11 8 2 1
"972" "Decile 8-10" "All Subjects" "Latin" "NZ European" "Female" 10 1 0 9 8 1 0
"973" "Decile 8-10" "All Subjects" "Latin" "NZ European" "Unknown" 0 0 0 0 0 0 0
"974" "Decile 8-10" "All Subjects" "Latin" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"975" "Decile 8-10" "All Subjects" "Latin" "Pasifika Peoples" "Female" 1 0 0 1 1 0 0
"976" "Decile 8-10" "All Subjects" "Latin" "Asian" "Male" 2 0 0 2 2 0 0
"977" "Decile 8-10" "All Subjects" "Latin" "Asian" "Female" 0 0 0 0 0 0 0
"978" "Decile 8-10" "All Subjects" "Latin" "Other/Unspecified Ethnicity" "Male" 0 0 0 0 0 0 0
"979" "Decile 8-10" "All Subjects" "Latin" "Other/Unspecified Ethnicity" "Female" 0 0 0 0 0 0 0
"980" "Decile 8-10" "All Subjects" "Mathematics with Calculus" "NZ Maori" "Male" 7 0 0 7 6 1 0
"981" "Decile 8-10" "All Subjects" "Mathematics with Calculus" "NZ Maori" "Female" 2 1 0 1 1 0 0
"982" "Decile 8-10" "All Subjects" "Mathematics with Calculus" "NZ European" "Male" 316 52 0 264 210 48 6
"983" "Decile 8-10" "All Subjects" "Mathematics with Calculus" "NZ European" "Female" 95 16 0 79 71 6 2
"984" "Decile 8-10" "All Subjects" "Mathematics with Calculus" "NZ European" "Unknown" 0 0 0 0 0 0 0
"985" "Decile 8-10" "All Subjects" "Mathematics with Calculus" "Pasifika Peoples" "Male" 1 0 0 1 1 0 0
"986" "Decile 8-10" "All Subjects" "Mathematics with Calculus" "Pasifika Peoples" "Female" 1 0 0 1 1 0 0
"987" "Decile 8-10" "All Subjects" "Mathematics with Calculus" "Asian" "Male" 328 51 1 276 209 57 10
"988" "Decile 8-10" "All Subjects" "Mathematics with Calculus" "Asian" "Female" 171 26 0 145 121 21 3
"989" "Decile 8-10" "All Subjects" "Mathematics with Calculus" "Other/Unspecified Ethnicity" "Male" 22 6 0 16 15 1 0
"990" "Decile 8-10" "All Subjects" "Mathematics with Calculus" "Other/Unspecified Ethnicity" "Female" 4 2 0 2 2 0 0
"991" "Decile 8-10" "All Subjects" "Media Studies" "NZ Maori" "Male" 8 4 0 4 3 1 0
"992" "Decile 8-10" "All Subjects" "Media Studies" "NZ Maori" "Female" 8 6 0 2 1 1 0
"993" "Decile 8-10" "All Subjects" "Media Studies" "NZ European" "Male" 125 40 4 81 53 25 3
"994" "Decile 8-10" "All Subjects" "Media Studies" "NZ European" "Female" 171 68 0 103 68 31 4
"995" "Decile 8-10" "All Subjects" "Media Studies" "NZ European" "Unknown" 0 0 0 0 0 0 0
"996" "Decile 8-10" "All Subjects" "Media Studies" "Pasifika Peoples" "Male" 1 0 0 1 1 0 0
"997" "Decile 8-10" "All Subjects" "Media Studies" "Pasifika Peoples" "Female" 3 1 0 2 2 0 0
"998" "Decile 8-10" "All Subjects" "Media Studies" "Asian" "Male" 12 1 0 11 8 2 1
"999" "Decile 8-10" "All Subjects" "Media Studies" "Asian" "Female" 19 4 0 15 9 6 0
"1000" "Decile 8-10" "All Subjects" "Media Studies" "Other/Unspecified Ethnicity" "Male" 2 1 0 1 0 1 0
"1001" "Decile 8-10" "All Subjects" "Media Studies" "Other/Unspecified Ethnicity" "Female" 0 0 0 0 0 0 0
"1002" "Decile 8-10" "All Subjects" "Music Studies" "NZ Maori" "Male" 2 0 0 2 1 1 0
"1003" "Decile 8-10" "All Subjects" "Music Studies" "NZ Maori" "Female" 2 1 0 1 1 0 0
"1004" "Decile 8-10" "All Subjects" "Music Studies" "NZ European" "Male" 31 5 0 26 17 9 0
"1005" "Decile 8-10" "All Subjects" "Music Studies" "NZ European" "Female" 32 12 0 20 14 5 1
"1006" "Decile 8-10" "All Subjects" "Music Studies" "NZ European" "Unknown" 0 0 0 0 0 0 0
"1007" "Decile 8-10" "All Subjects" "Music Studies" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"1008" "Decile 8-10" "All Subjects" "Music Studies" "Pasifika Peoples" "Female" 2 1 0 1 1 0 0
"1009" "Decile 8-10" "All Subjects" "Music Studies" "Asian" "Male" 14 2 0 12 8 4 0
"1010" "Decile 8-10" "All Subjects" "Music Studies" "Asian" "Female" 13 4 0 9 5 3 1
"1011" "Decile 8-10" "All Subjects" "Music Studies" "Other/Unspecified Ethnicity" "Male" 1 0 0 1 1 0 0
"1012" "Decile 8-10" "All Subjects" "Music Studies" "Other/Unspecified Ethnicity" "Female" 0 0 0 0 0 0 0
"1013" "Decile 8-10" "All Subjects" "Painting" "NZ Maori" "Male" 5 4 0 1 1 0 0
"1014" "Decile 8-10" "All Subjects" "Painting" "NZ Maori" "Female" 16 7 0 9 7 2 0
"1015" "Decile 8-10" "All Subjects" "Painting" "NZ European" "Male" 68 34 0 34 27 5 2
"1016" "Decile 8-10" "All Subjects" "Painting" "NZ European" "Female" 217 97 0 120 86 29 5
"1017" "Decile 8-10" "All Subjects" "Painting" "NZ European" "Unknown" 1 0 0 1 0 1 0
"1018" "Decile 8-10" "All Subjects" "Painting" "Pasifika Peoples" "Male" 4 3 0 1 1 0 0
"1019" "Decile 8-10" "All Subjects" "Painting" "Pasifika Peoples" "Female" 2 0 0 2 1 1 0
"1020" "Decile 8-10" "All Subjects" "Painting" "Asian" "Male" 9 6 0 3 1 2 0
"1021" "Decile 8-10" "All Subjects" "Painting" "Asian" "Female" 51 15 0 36 21 12 3
"1022" "Decile 8-10" "All Subjects" "Painting" "Other/Unspecified Ethnicity" "Male" 1 1 0 0 0 0 0
"1023" "Decile 8-10" "All Subjects" "Painting" "Other/Unspecified Ethnicity" "Female" 8 4 0 4 3 1 0
"1024" "Decile 8-10" "All Subjects" "Photography" "NZ Maori" "Male" 5 3 0 2 1 1 0
"1025" "Decile 8-10" "All Subjects" "Photography" "NZ Maori" "Female" 21 10 0 11 6 4 1
"1026" "Decile 8-10" "All Subjects" "Photography" "NZ European" "Male" 64 29 0 35 25 7 3
"1027" "Decile 8-10" "All Subjects" "Photography" "NZ European" "Female" 246 104 0 142 100 37 5
"1028" "Decile 8-10" "All Subjects" "Photography" "NZ European" "Unknown" 1 1 0 0 0 0 0
"1029" "Decile 8-10" "All Subjects" "Photography" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"1030" "Decile 8-10" "All Subjects" "Photography" "Pasifika Peoples" "Female" 5 1 0 4 1 3 0
"1031" "Decile 8-10" "All Subjects" "Photography" "Asian" "Male" 6 4 0 2 2 0 0
"1032" "Decile 8-10" "All Subjects" "Photography" "Asian" "Female" 32 15 0 17 11 6 0
"1033" "Decile 8-10" "All Subjects" "Photography" "Other/Unspecified Ethnicity" "Male" 1 1 0 0 0 0 0
"1034" "Decile 8-10" "All Subjects" "Photography" "Other/Unspecified Ethnicity" "Female" 8 6 0 2 1 1 0
"1035" "Decile 8-10" "All Subjects" "Physical Education" "NZ Maori" "Male" 10 7 0 3 2 1 0
